Time[s],Item,Data,Remark
2.6751201000,Preamble
2.6753244000,SOP',,
2.6753883000,Header,0x108F,DataObject:1 DFP/UFP V3 Vendor_Defined
2.6754521000,PayLoad[0],0xFF00A801,
2.6755797000,CRC32,0x7C11141C
2.6757073000,EOP,
2.6758113000,Preamble
2.6760267000,SOP',,
2.6760943000,Header,0x0141,DataObject:0 CablePlug GoodCRC
2.6761617000,CRC32,0xDFBC5C2D
2.6762967000,EOP,
2.6799895000,Preamble
2.6802051000,SOP',,
2.6802727000,Header,0x518F,DataObject:5 CablePlug V3 Vendor_Defined
2.6803401000,PayLoad[0],0xFF00A041,
2.6804751000,PayLoad[1],0x1860315C,
2.6806101000,PayLoad[2],0x00001094,
2.6807450000,PayLoad[3],0x00000000,
2.6808800000,PayLoad[4],0x000A4640,
2.6810151000,CRC32,0x430C90D0
2.6811501000,EOP,
2.6812909000,Preamble
2.6814953000,SOP',,
2.6815591000,Header,0x0001,DataObject:0 DFP/UFP GoodCRC
2.6816229000,CRC32,0x58C223BE
2.6817506000,EOP,
2.6869060000,Preamble
2.6871102000,SOP,,
2.6871740000,Header,0x71A1,DataObject:7 Source V3 DFP Source_Capabilities
2.6872378000,PayLoad[0],0x2801912C,V:5V Imax:3A
2.6873654000,PayLoad[1],0x0002D12C,V:9V Imax:3A
2.6874931000,PayLoad[2],0x0003C12C,V:12V Imax:3A
2.6876207000,PayLoad[3],0x0004B10A,V:15V Imax:2.66A
2.6877483000,PayLoad[4],0x000640C8,V:20V Imax:2A
2.6878760000,PayLoad[5],0xC9403232,Vmax:16V Vmin:5V Imax:2.5A
2.6880036000,PayLoad[6],0xE00428C8,
2.6881313000,CRC32,0x944723DB
2.6882589000,EOP,
2.6883215000,Preamble
2.6885356000,SOP,,
2.6886024000,Header,0x0041,DataObject:0 Sink UFP GoodCRC
2.6886693000,CRC32,0xA8BB6CBB
2.6888028000,EOP,
2.7018766000,Preamble
2.7020907000,SOP,,
2.7021575000,Header,0x1082,DataObject:1 Sink V3 UFP Request
2.7022243000,PayLoad[0],0x1784B12C,PD0#1 I:3A Imax:3A
2.7023579000,CRC32,0x701EDFDB
2.7024917000,EOP,
2.7026293000,Preamble
2.7028337000,SOP,,
2.7028975000,Header,0x0121,DataObject:0 Source DFP GoodCRC
2.7029613000,CRC32,0xBA41378A
2.7030889000,EOP,
2.7087916000,Preamble
2.7089959000,SOP,,
2.7090598000,Header,0x03A3,DataObject:0 Source V3 DFP Accept
2.7091236000,CRC32,0x5DFAAC6F
2.7092514000,EOP,
2.7093229000,Preamble
2.7095370000,SOP,,
2.7096038000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
2.7096706000,CRC32,0x46B50D97
2.7098043000,EOP,
2.7558377000,Preamble
2.7560421000,SOP,,
2.7561059000,Header,0x05A6,DataObject:0 Source V3 DFP PS_RDY
2.7561697000,CRC32,0xC9EEFD1F
2.7562974000,EOP,
2.7563691000,Preamble
2.7565830000,SOP,,
2.7566499000,Header,0x0441,DataObject:0 Sink UFP GoodCRC
2.7567167000,CRC32,0xAFD6A8A2
2.7568504000,EOP,
2.7610160000,Preamble
2.7612300000,SOP,,
2.7612968000,Header,0x0288,DataObject:0 Sink V3 UFP Get_Sink_Cap
2.7613636000,CRC32,0x5C8D6190
2.7614973000,EOP,
2.7616352000,Preamble
2.7618396000,SOP,,
2.7619034000,Header,0x0321,DataObject:0 Source DFP GoodCRC
2.7619672000,CRC32,0x544F56A6
2.7620949000,EOP,
2.7674312000,Preamble
2.7676356000,SOP,,
2.7676994000,Header,0x07B0,DataObject:0 Source V3 DFP Not_Supported
2.7677632000,CRC32,0x3B7829E4
2.7678908000,EOP,
2.7679625000,Preamble
2.7681764000,SOP,,
2.7682432000,Header,0x0641,DataObject:0 Sink UFP GoodCRC
2.7683100000,CRC32,0x41D8C98E
2.7684437000,EOP,
2.7726170000,Preamble
2.7728310000,SOP,,
2.7728978000,Header,0x0491,DataObject:0 Sink V3 UFP Get_Source_Cap_Extended
2.7729645000,CRC32,0x2EEE6DBD
2.7730982000,EOP,
2.7732362000,Preamble
2.7734406000,SOP,,
2.7735045000,Header,0x0521,DataObject:0 Source DFP GoodCRC
2.7735682000,CRC32,0xBD2CF393
2.7736959000,EOP,
2.7790549000,Preamble
2.7792593000,SOP,,
2.7793231000,Header,0xF9A1,Extened DataObject:7 Source V3 DFP Source_Capabilities_Extended
2.7793869000,Extended Header,0x8019,Chunked: 1 Chunk Number: 0 Request Chunk: 0 Data Size: 25
2.7794507000,PayLoad[0],0x36E9,VID
2.7795145000,PayLoad[1],0x2104,PID
2.7795783000,PayLoad[2],0x00003B11,XID
2.7797060000,PayLoad[3],0x01,FW Version
2.7797379000,PayLoad[4],0x01,HW Version
2.7797698000,PayLoad[5],0x00,Voltage Regulation
2.7798017000,PayLoad[6],0x00,Holdup Time
2.7798337000,PayLoad[7],0x00,Compliance
2.7798656000,PayLoad[8],0x00,Touch Current
2.7798975000,PayLoad[9],0x0000,Peak Current1
2.7799613000,PayLoad[10],0x0000,Peak Current2
2.7800251000,PayLoad[11],0x0000,Peak Current3
2.7800890000,PayLoad[12],0x00,Touch Temp
2.7801209000,PayLoad[13],0x03,Source Inputs
2.7801528000,PayLoad[14],0x00,Batteries
2.7801847000,PayLoad[15],0x28,Source PDP
2.7802166000,PayLoad[16],0x00,EPR Source PDP Rating
2.7802485000,Padding[0],0x00,
2.7802804000,CRC32,0x9EF57867
2.7804081000,EOP,
2.7804798000,Preamble
2.7806937000,SOP,,
2.7807605000,Header,0x0841,DataObject:0 Sink UFP GoodCRC
2.7808273000,CRC32,0xA660E489
2.7809609000,EOP,
2.7871580000,Preamble
2.7873721000,SOP,,
2.7874389000,Header,0x0696,DataObject:0 Sink V3 UFP Get_Sink_Cap_Extended
2.7875057000,CRC32,0x8FA19A56
2.7876394000,EOP,
2.7877800000,Preamble
2.7879844000,SOP,,
2.7880482000,Header,0x0721,DataObject:0 Source DFP GoodCRC
2.7881121000,CRC32,0x532292BF
2.7882397000,EOP,
2.7935988000,Preamble
2.7938030000,SOP,,
2.7938668000,Header,0x0BB0,DataObject:0 Source V3 DFP Not_Supported
2.7939306000,CRC32,0x32CE65CF
2.7940583000,EOP,
2.7941300000,Preamble
2.7943439000,SOP,,
2.7944108000,Header,0x0A41,DataObject:0 Sink UFP GoodCRC
2.7944775000,CRC32,0x486E85A5
2.7946113000,EOP,
2.7987717000,Preamble
2.7989857000,SOP,,
2.7990525000,Header,0x0898,DataObject:0 Sink V3 UFP Get_Revision
2.7991193000,CRC32,0xF69A9ADF
2.7992530000,EOP,
2.7993890000,Preamble
2.7995933000,SOP,,
