Time[s],Item,Data,Remark
3.7264527000,EOP,
3.7265937000,Preamble
3.7267983000,SOP,,
3.7268622000,Header,0x0161,DataObject:0 Source DFP GoodCRC
3.7269261000,CRC32,0x4A38788F
3.7270539000,EOP,
3.7328356000,Preamble
3.7330402000,SOP,,
3.7331041000,Header,0x0364,DataObject:0 Source V2 DFP Reject
3.7331680000,CRC32,0xD941EDE6
3.7332958000,EOP,
3.7333509000,Preamble
3.7335645000,SOP,,
3.7336312000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
3.7336979000,CRC32,0x46B50D97
3.7338315000,EOP,
4.2155051000,Preamble
4.2157187000,SOP,,
4.2157854000,Header,0x024D,DataObject:0 Sink V2 UFP Soft_Reset
4.2158522000,CRC32,0xEA00429B
4.2159857000,EOP,
4.2161208000,Preamble
4.2163253000,SOP,,
4.2163892000,Header,0x0361,DataObject:0 Source DFP GoodCRC
4.2164531000,CRC32,0xA43619A3
4.2165809000,EOP,
4.2210919000,Preamble
4.2212965000,SOP,,
4.2213603000,Header,0x0163,DataObject:0 Source V2 DFP Accept
4.2214242000,CRC32,0x780E1A0D
4.2215520000,EOP,
4.2216076000,Preamble
4.2218213000,SOP,,
4.2218880000,Header,0x0041,DataObject:0 Sink UFP GoodCRC
4.2219547000,CRC32,0xA8BB6CBB
4.2220882000,EOP,
4.2280264000,Preamble
4.2282310000,SOP,,
4.2282949000,Header,0x5361,DataObject:5 Source V2 DFP Source_Capabilities
4.2283588000,PayLoad[0],0x2801912C,V:5V Imax:3A
4.2284866000,PayLoad[1],0x0002D12C,V:9V Imax:3A
4.2286145000,PayLoad[2],0x0003C12C,V:12V Imax:3A
4.2287423000,PayLoad[3],0x0004B10A,V:15V Imax:2.66A
4.2288702000,PayLoad[4],0x000640C8,V:20V Imax:2A
4.2289980000,CRC32,0x2E86F76B
4.2291258000,EOP,
4.2291807000,Preamble
4.2293943000,SOP,,
4.2294611000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
4.2295278000,CRC32,0x46B50D97
4.2296614000,EOP,
4.2389358000,Preamble
4.2391493000,SOP,,
4.2392161000,Header,0x1442,DataObject:1 Sink V2 UFP Request
4.2392828000,PayLoad[0],0x7784B028,Object position Error!
4.2394163000,CRC32,0x5764FB97
4.2395498000,EOP,
4.2396939000,Preamble
4.2398984000,SOP,,
4.2399623000,Header,0x0561,DataObject:0 Source DFP GoodCRC
4.2400262000,CRC32,0x4D55BC96
4.2401540000,EOP,
4.2457376000,Preamble
4.2459422000,SOP,,
4.2460061000,Header,0x0564,DataObject:0 Source V2 DFP Reject
4.2460700000,CRC32,0x302248D3
4.2461979000,EOP,
4.2462530000,Preamble
4.2464667000,SOP,,
4.2465334000,Header,0x0441,DataObject:0 Sink UFP GoodCRC
4.2466001000,CRC32,0xAFD6A8A2
4.2467336000,EOP,
4.7300685000,Preamble
4.7302822000,SOP,,
4.7303489000,Header,0x064D,DataObject:0 Sink V2 UFP Soft_Reset
4.7304157000,CRC32,0xED6D8682
4.7305492000,EOP,
4.7306844000,Preamble
4.7308888000,SOP,,
4.7309527000,Header,0x0761,DataObject:0 Source DFP GoodCRC
4.7310165000,CRC32,0xA35BDDBA
4.7311443000,EOP,
4.7354497000,Preamble
4.7356543000,SOP,,
4.7357182000,Header,0x0163,DataObject:0 Source V2 DFP Accept
4.7357821000,CRC32,0x780E1A0D
4.7359099000,EOP,
4.7359654000,Preamble
4.7361789000,SOP,,
4.7362456000,Header,0x0041,DataObject:0 Sink UFP GoodCRC
4.7363123000,CRC32,0xA8BB6CBB
4.7364458000,EOP,
4.7417530000,Preamble
4.7419575000,SOP,,
4.7420214000,Header,0x5361,DataObject:5 Source V2 DFP Source_Capabilities
4.7420853000,PayLoad[0],0x2801912C,V:5V Imax:3A
4.7422131000,PayLoad[1],0x0002D12C,V:9V Imax:3A
4.7423409000,PayLoad[2],0x0003C12C,V:12V Imax:3A
4.7424686000,PayLoad[3],0x0004B10A,V:15V Imax:2.66A
4.7425963000,PayLoad[4],0x000640C8,V:20V Imax:2A
4.7427241000,CRC32,0x2E86F76B
4.7428518000,EOP,
4.7429068000,Preamble
4.7431203000,SOP,,
4.7431870000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
4.7432538000,CRC32,0x46B50D97
4.7433874000,EOP,
4.7526472000,Preamble
4.7528607000,SOP,,
4.7529274000,Header,0x1842,DataObject:1 Sink V2 UFP Request
4.7529942000,PayLoad[0],0x7784B028,Object position Error!
4.7531276000,CRC32,0x92941696
4.7532610000,EOP,
4.7534019000,Preamble
4.7536064000,SOP,,
4.7536703000,Header,0x0961,DataObject:0 Source DFP GoodCRC
4.7537342000,CRC32,0x44E3F0BD
4.7538620000,EOP,
4.7594646000,Preamble
4.7596690000,SOP,,
4.7597329000,Header,0x0564,DataObject:0 Source V2 DFP Reject
4.7597968000,CRC32,0x302248D3
4.7599246000,EOP,
4.7599795000,Preamble
4.7601930000,SOP,,
4.7602598000,Header,0x0441,DataObject:0 Sink UFP GoodCRC
4.7603265000,CRC32,0xAFD6A8A2
4.7604600000,EOP,
5.2436330000,Preamble
5.2438464000,SOP,,
5.2439132000,Header,0x0A4D,DataObject:0 Sink V2 UFP Soft_Reset
5.2439799000,CRC32,0xE4DBCAA9
5.2441133000,EOP,
5.2442491000,Preamble
5.2444538000,SOP,,
5.2445177000,Header,0x0B61,DataObject:0 Source DFP GoodCRC
5.2445816000,CRC32,0xAAED9191
5.2447095000,EOP,
5.2493463000,Preamble
5.2495510000,SOP,,
5.2496149000,Header,0x0163,DataObject:0 Source V2 DFP Accept
5.2496788000,CRC32,0x780E1A0D
5.2498067000,EOP,
5.2498616000,Preamble
5.2500751000,SOP,,
5.2501418000,Header,0x0041,DataObject:0 Sink UFP GoodCRC
5.2502085000,CRC32,0xA8BB6CBB
5.2503420000,EOP,
5.2562813000,Preamble
5.2564860000,SOP,,
5.2565499000,Header,0x5361,DataObject:5 Source V2 DFP Source_Capabilities
5.2566138000,PayLoad[0],0x2801912C,V:5V Imax:3A
5.2567416000,PayLoad[1],0x0002D12C,V:9V Imax:3A
5.2568695000,PayLoad[2],0x0003C12C,V:12V Imax:3A
5.2569973000,PayLoad[3],0x0004B10A,V:15V Imax:2.66A
5.2571251000,PayLoad[4],0x000640C8,V:20V Imax:2A
5.2572529000,CRC32,0x2E86F76B
5.2573807000,EOP,
5.2574358000,Preamble
5.2576493000,SOP,,
5.2577161000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
5.2577828000,CRC32,0x46B50D97
5.2579163000,EOP,
5.2671797000,Preamble
5.2673932000,SOP,,
5.2674599000,Header,0x1C42,DataObject:1 Sink V2 UFP Request
5.2675267000,PayLoad[0],0x7784B028,Object position Error!
5.2676601000,CRC32,0x6714B056
5.2677935000,EOP,
5.2679296000,Preamble
5.2681342000,SOP,,
5.2681981000,Header,0x0D61,DataObject:0 Source DFP GoodCRC
5.2682620000,CRC32,0x438E34A4
5.2683898000,EOP,
5.2734140000,Preamble
5.2736185000,SOP,,
5.2736825000,Header,0x0564,DataObject:0 Source V2 DFP Reject
5.2737464000,CRC32,0x302248D3
5.2738743000,EOP,
5.2739293000,Preamble
5.2741429000,SOP,,
5.2742096000,Header,0x0441,DataObject:0 Sink UFP GoodCRC
5.2742764000,CRC32,0xAFD6A8A2
5.2744098000,EOP,
5.7582105000,Preamble
5.7584241000,SOP,,
5.7584909000,Header,0x0E4D,DataObject:0 Sink V2 UFP Soft_Reset
5.7585577000,CRC32,0xE3B60EB0
5.7586911000,EOP,
5.7588261000,Preamble
5.7590308000,SOP,,
5.7590947000,Header,0x0F61,DataObject:0 Source DFP GoodCRC
5.7591586000,CRC32,0xAD805588
5.7592865000,EOP,
5.7644148000,Preamble
5.7646195000,SOP,,
5.7646834000,Header,0x0163,DataObject:0 Source V2 DFP Accept
5.7647473000,CRC32,0x780E1A0D
5.7648751000,EOP,
5.7649307000,Preamble
5.7651443000,SOP,,
5.7652110000,Header,0x0041,DataObject:0 Sink UFP GoodCRC
5.7652778000,CRC32,0xA8BB6CBB
5.7654113000,EOP,
5.7713007000,Preamble
5.7715054000,SOP,,
5.7715693000,Header,0x5361,DataObject:5 Source V2 DFP Source_Capabilities
5.7716332000,PayLoad[0],0x2801912C,V:5V Imax:3A
5.7717610000,PayLoad[1],0x0002D12C,V:9V Imax:3A
5.7718889000,PayLoad[2],0x0003C12C,V:12V Imax:3A
5.7720167000,PayLoad[3],0x0004B10A,V:15V Imax:2.66A
5.7721445000,PayLoad[4],0x000640C8,V:20V Imax:2A
5.7722724000,CRC32,0x2E86F76B
5.7724003000,EOP,
5.7724554000,Preamble
5.7726690000,SOP,,
5.7727357000,Header,0x0241,DataObject:0 Sink UFP GoodCRC
5.7728025000,CRC32,0x46B50D97
5.7729360000,EOP,
5.7822096000,Preamble
5.7824232000,SOP,,
5.7824899000,Header,0x1042,DataObject:1 Sink V2 UFP Request
5.7825567000,PayLoad[0],0x7784B028,Object position Error!
5.7826902000,CRC32,0xA2E45D57
5.7828237000,EOP,
5.7829599000,Preamble
5.7831644000,SOP,,
5.7832283000,Header,0x0161,DataObject:0 Source DFP GoodCRC
5.7832922000,CRC32,0x4A38788F
5.7834201000,EOP,
5.7890174000,Preamble
5.7892221000,SOP,,
5.7892860000,Header,0x0564,DataObject:0 Source V2 DFP Reject
5.7893500000,CRC32,0x302248D3
5.7894779000,EOP,
5.7895329000,Preamble
5.7897466000,SOP,,
5.7898133000,Header,0x0441,DataObject:0 Sink UFP GoodCRC
5.7898801000,CRC32,0xAFD6A8A2
5.7900136000,EOP,
